date,Air transport,Rail transport,Industrial development,Power generation/non-renewable sources,RESCHEDULING AND REFINANCING,Import support (capital goods),Social/ welfare services,Telecommunications,Power generation/renewable sources,Sectors not specified
2008-12-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-01-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-02-28,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-03-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-04-30,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-05-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-06-30,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-07-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-08-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-09-30,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-10-31,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-11-30,2206650,1726078347,7334558,86235329,0,0,709783323,486644,242645248,149861862
2009-12-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-01-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-02-28,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-03-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-04-30,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-05-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-06-30,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-07-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-08-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-09-30,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-10-31,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-11-30,1015388,2769998813,78456408,1612781,0,1896,260603166,2603981,178425707,272410052
2010-12-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-01-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-02-28,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-03-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-04-30,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-05-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-06-30,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-07-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-08-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-09-30,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-10-31,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-11-30,4105579,436777967,15188216,200948,0,0,128044941,774579,1036425472,76129233
2011-12-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-01-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-02-29,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-03-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-04-30,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-05-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-06-30,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-07-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-08-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-09-30,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-10-31,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-11-30,4397101,1619976788,2569208,49672035,0,0,70213003,1611860,389711520,264847704
2012-12-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-01-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-02-28,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-03-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-04-30,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-05-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-06-30,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-07-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-08-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-09-30,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-10-31,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
2013-11-30,5627464,2251372351,4937413,250838515,0,0,78053299,5520572,336238470,297164922
